E_low_eV,E_high_eV,E_mid_eV,flux_mean,flux_std
5.5189268347e+03,5.8467872769e+03,5.6804921617e+03,4.1818449157e-02,1.9058049326e-04
5.8467872769e+03,6.1941247793e+03,6.0179506438e+03,4.2619326859e-02,1.7647109375e-04
6.1941247793e+03,6.5620964068e+03,6.3754563725e+03,4.3609020032e-02,1.8895227068e-04
6.5620964068e+03,6.9519279618e+03,6.7542002856e+03,4.4631640420e-02,1.8456102881e-04
6.9519279618e+03,7.3649180673e+03,7.1554440707e+03,4.5677118679e-02,1.9435697833e-04
7.3649180673e+03,7.8024424932e+03,7.5805243676e+03,4.6766378801e-02,2.2504371564e-04
7.8024424932e+03,8.2659587388e+03,8.0308572214e+03,4.7765285349e-02,2.0152522427e-04
8.2659587388e+03,8.7570108888e+03,8.5079427996e+03,4.8427141194e-02,1.8908873301e-04
8.7570108888e+03,9.2772347563e+03,9.0133703895e+03,4.9308109984e-02,1.8597135547e-04
9.2772347563e+03,9.8283633328e+03,9.5488236924e+03,5.0364891548e-02,2.2833338339e-04
9.8283633328e+03,1.0412232560e+04,1.0116086432e+04,5.1620011539e-02,2.1370169428e-04
1.0412232560e+04,1.1030787449e+04,1.0717048299e+04,5.2403902982e-02,2.3340031809e-04
1.1030787449e+04,1.1686088553e+04,1.1353711241e+04,5.4086112587e-02,2.2761687487e-04
1.1686088553e+04,1.2380318841e+04,1.2028196136e+04,5.4850205318e-02,2.7296257653e-04
1.2380318841e+04,1.3115790959e+04,1.2742749857e+04,5.6057478002e-02,2.1702766732e-04
1.3115790959e+04,1.3894954944e+04,1.3499752754e+04,5.7128826650e-02,1.9737153534e-04
1.3894954944e+04,1.4720406378e+04,1.4301726587e+04,5.8868386730e-02,2.5336150392e-04
1.4720406378e+04,1.5594895041e+04,1.5151342925e+04,5.9865222621e-02,2.4035799437e-04
1.5594895041e+04,1.6521334064e+04,1.6051432044e+04,6.1214362098e-02,2.6449102776e-04
1.6521334064e+04,1.7502809639e+04,1.7004992358e+04,6.2802783302e-02,1.8986408737e-04
1.7502809639e+04,1.8542591300e+04,1.8015200408e+04,6.3949444084e-02,2.5371166064e-04
1.8542591300e+04,1.9644142809e+04,1.9085421440e+04,6.5068342149e-02,2.3913007034e-04
1.9644142809e+04,2.0811133701e+04,2.0219220619e+04,6.7175261961e-02,2.3612793019e-04
2.0811133701e+04,2.2047451504e+04,2.1420374904e+04,6.8663271424e-02,2.5661181053e-04
2.2047451504e+04,2.3357214691e+04,2.2692885629e+04,7.0415397384e-02,2.3125545260e-04
2.3357214691e+04,2.4744786400e+04,2.4040991835e+04,7.2017540183e-02,2.5870241569e-04
2.4744786400e+04,2.6214788966e+04,2.5469184390e+04,7.3218265981e-02,2.3734776208e-04
2.6214788966e+04,2.7772119324e+04,2.6982220947e+04,7.5271596833e-02,2.3342151185e-04
2.7772119324e+04,2.9421965317e+04,2.8585141797e+04,7.6611569607e-02,2.5636683041e-04
2.9421965317e+04,3.1169822980e+04,3.0283286656e+04,7.9134268597e-02,2.5987721421e-04
3.1169822980e+04,3.3021514850e+04,3.2082312454e+04,8.1061477070e-02,2.5061039799e-04
3.3021514850e+04,3.4983209358e+04,3.3988212182e+04,8.3911649267e-02,2.8843684435e-04
3.4983209358e+04,3.7061441383e+04,3.6007334850e+04,8.5813280577e-02,2.7020672400e-04
3.7061441383e+04,3.9263134017e+04,3.8146406644e+04,8.8146547065e-02,2.9904314474e-04
3.9263134017e+04,4.1595621631e+04,4.0412553330e+04,9.0871224599e-02,2.7238541708e-04
4.1595621631e+04,4.4066674303e+04,4.2813323987e+04,9.2364103978e-02,3.2007977278e-04
4.4066674303e+04,4.6684523707e+04,4.5356716164e+04,9.6220039272e-02,2.7791403691e-04
4.6684523707e+04,4.9457890531e+04,4.8051202514e+04,9.9062352153e-02,3.1011501742e-04
4.9457890531e+04,5.2396013530e+04,5.0905759020e+04,1.0111291655e-01,3.2889237291e-04
5.2396013530e+04,5.5508680301e+04,5.3929894901e+04,1.0182286263e-01,3.0178998902e-04
5.5508680301e+04,5.8806259887e+04,5.7133684283e+04,1.0632877712e-01,3.3471837653e-04
5.8806259887e+04,6.2299737324e+04,6.0527799762e+04,1.1006645513e-01,3.5366232701e-04
6.2299737324e+04,6.6000750228e+04,6.4123547956e+04,1.1229921353e-01,3.3111642782e-04
6.6000750228e+04,6.9921627567e+04,6.7932907170e+04,1.1542549529e-01,3.4739312637e-04
6.9921627567e+04,7.4075430728e+04,7.1968567300e+04,1.1864316301e-01,3.6904971445e-04
7.4075430728e+04,7.8475997035e+04,7.6243972104e+04,1.2197887933e-01,4.0244478856e-04
7.8475997035e+04,8.3137985835e+04,8.0773363988e+04,1.2613443014e-01,3.9005890333e-04
8.3137985835e+04,8.8076927340e+04,8.5571831449e+04,1.3042740314e-01,4.0847810652e-04
8.8076927340e+04,9.3309274355e+04,9.0655359342e+04,1.3452446181e-01,3.5999888515e-04
9.3309274355e+04,9.8852457091e+04,9.6040882125e+04,1.3853891460e-01,3.8879364097e-04
9.8852457091e+04,1.0472494123e+05,1.0174634027e+05,1.4230791230e-01,4.1929353203e-04
1.0472494123e+05,1.1094628943e+05,1.0779074005e+05,1.4663695126e-01,4.0002729506e-04
1.1094628943e+05,1.1753722651e+05,1.1419421681e+05,1.5194746922e-01,3.9377360123e-04
1.1753722651e+05,1.2451970847e+05,1.2097810207e+05,1.5693975880e-01,3.7226678082e-04
1.2451970847e+05,1.3191699565e+05,1.2816499460e+05,1.6270153136e-01,4.6287346244e-04
1.3191699565e+05,1.3975373018e+05,1.3577883567e+05,1.6643282357e-01,4.1808646941e-04
1.3975373018e+05,1.4805601814e+05,1.4384498883e+05,1.7234620001e-01,4.6661007142e-04
1.4805601814e+05,1.5685151644e+05,1.5239032437e+05,1.7770771107e-01,4.6931527876e-04
1.5685151644e+05,1.6616952501e+05,1.6144330888e+05,1.8228421116e-01,5.0345440046e-04
1.6616952501e+05,1.7604108439e+05,1.7103410003e+05,1.8818425146e-01,5.1140315325e-04
1.7604108439e+05,1.8649907912e+05,1.8119464707e+05,1.9376024190e-01,5.2951706351e-04
1.8649907912e+05,1.9757834732e+05,1.9195879722e+05,1.9946670550e-01,5.4028131407e-04
1.9757834732e+05,2.0931579669e+05,2.0336240847e+05,2.0321770995e-01,4.6793877432e-04
2.0931579669e+05,2.2175052753e+05,2.1544346900e+05,2.1213924881e-01,5.4555884480e-04
2.2175052753e+05,2.3492396290e+05,2.2824222375e+05,2.1781726882e-01,4.9949690266e-04
2.3492396290e+05,2.4887998673e+05,2.4180130845e+05,2.2032527799e-01,5.1565083511e-04
2.4887998673e+05,2.6366508987e+05,2.5616589169e+05,2.2836124307e-01,5.1341737029e-04
2.6366508987e+05,2.7932852509e+05,2.7138382537e+05,2.3374090855e-01,5.2260691902e-04
2.7932852509e+05,2.9592247108e+05,2.8750580409e+05,2.3686771306e-01,6.4493824031e-04
2.9592247108e+05,3.1350220626e+05,3.0458553407e+05,2.4004673589e-01,5.1014455299e-04
3.1350220626e+05,3.3212629298e+05,3.2267991199e+05,2.5446976122e-01,5.2673967277e-04
3.3212629298e+05,3.5185677257e+05,3.4184921462e+05,2.5579709055e-01,5.2316686890e-04
3.5185677257e+05,3.7275937203e+05,3.6215729951e+05,2.3155036955e-01,5.4290778582e-04
3.7275937203e+05,3.9490372296e+05,3.8367181781e+05,2.2150403892e-01,5.2827277246e-04
3.9490372296e+05,4.1836359353e+05,4.0646443957e+05,2.2428501572e-01,5.3176755922e-04
4.1836359353e+05,4.4321713425e+05,4.3061109252e+05,1.9766008758e-01,4.2921150539e-04
4.4321713425e+05,4.6954713825e+05,4.5619221498e+05,2.2723241544e-01,5.3860276446e-04
4.6954713825e+05,4.9744131714e+05,4.8329302386e+05,2.6278428575e-01,5.8602047628e-04
4.9744131714e+05,5.2699259316e+05,5.1200379848e+05,2.7483415999e-01,5.5315378657e-04
5.2699259316e+05,5.5829940874e+05,5.4242018138e+05,2.7621869257e-01,6.2971536549e-04
5.5829940874e+05,5.9146605446e+05,5.7464349687e+05,2.7656108146e-01,5.8424592153e-04
5.9146605446e+05,6.2660301641e+05,6.0878108859e+05,2.4671019116e-01,5.5774425607e-04
6.2660301641e+05,6.6382734429e+05,6.4494667710e+05,2.6702334984e-01,6.1235250559e-04
6.6382734429e+05,7.0326304134e+05,6.8326073872e+05,2.8987486674e-01,7.2250481698e-04
7.0326304134e+05,7.4504147737e+05,7.2385090682e+05,2.9630795287e-01,6.1754641222e-04
7.4504147737e+05,7.8930182645e+05,7.6685239706e+05,3.1563830304e-01,6.9685526009e-04
7.8930182645e+05,8.3619153049e+05,8.1240845779e+05,3.0347193940e-01,6.0739971150e-04
8.3619153049e+05,8.8586679041e+05,8.6067084724e+05,2.8388393087e-01,7.4911777806e-04
8.8586679041e+05,9.3849308649e+05,9.1180033908e+05,2.5742262767e-01,6.6728291213e-04
9.3849308649e+05,9.9424572964e+05,9.6596725801e+05,2.3445161385e-01,6.7094630964e-04
9.9424572964e+05,1.0533104454e+06,1.0233520471e+06,2.2727120969e-01,6.1321953169e-04
1.0533104454e+06,1.1158839925e+06,1.0841458689e+06,2.4846070685e-01,6.0873185544e-04
1.1158839925e+06,1.1821748186e+06,1.1485512424e+06,2.7198294535e-01,6.8471348185e-04
1.1821748186e+06,1.2524037545e+06,1.2167827174e+06,2.8628014236e-01,6.7352389529e-04
1.2524037545e+06,1.3268047497e+06,1.2890675894e+06,2.6374791834e-01,7.1872508731e-04
1.3268047497e+06,1.4056256519e+06,1.3656466568e+06,2.7395670544e-01,5.9597806956e-04
1.4056256519e+06,1.4891290324e+06,1.4467750229e+06,2.8858344983e-01,6.8420061595e-04
1.4891290324e+06,1.5775930614e+06,1.5327229460e+06,2.8140598821e-01,6.7915193675e-04
1.5775930614e+06,1.6713124337e+06,1.6237767392e+06,2.7087138806e-01,6.1077083423e-04
1.6713124337e+06,1.7705993512e+06,1.7202397248e+06,2.7486426434e-01,7.5061075052e-04
1.7705993512e+06,1.8757845627e+06,1.8224332443e+06,2.6021109935e-01,6.5874751342e-04
1.8757845627e+06,1.9872184655e+06,1.9306977289e+06,2.3626003515e-01,6.7355766995e-04
1.9872184655e+06,2.1052722728e+06,2.0453938338e+06,2.3649434898e-01,6.6717028731e-04
2.1052722728e+06,2.2303392503e+06,2.1669036394e+06,2.3172539047e-01,7.5358241809e-04
2.2303392503e+06,2.3628360264e+06,2.2956319242e+06,2.3782621504e-01,7.5677985348e-04
2.3628360264e+06,2.5032039797e+06,2.4320075133e+06,2.2610573017e-01,6.5290046183e-04
2.5032039797e+06,2.6519107099e+06,2.5764847065e+06,2.1289970533e-01,6.4553182997e-04
2.6519107099e+06,2.8094515950e+06,2.7295447924e+06,1.8366307767e-01,6.4628883832e-04
2.8094515950e+06,2.9763514416e+06,2.8916976510e+06,1.6981239402e-01,5.0699302639e-04
2.9763514416e+06,3.1531662336e+06,3.0634834527e+06,1.6841945517e-01,6.3741742433e-04
3.1531662336e+06,3.3404849835e+06,3.2454744574e+06,1.5246258665e-01,5.3991397027e-04
3.3404849835e+06,3.5389316955e+06,3.4382769211e+06,1.3689592145e-01,5.0413825296e-04
3.5389316955e+06,3.7491674434e+06,3.6425331154e+06,1.2602973972e-01,4.7651484379e-04
3.7491674434e+06,3.9718925733e+06,3.8589234670e+06,1.1719463054e-01,4.4668658177e-04
3.9718925733e+06,4.2078490363e+06,4.0881688244e+06,1.1493228057e-01,4.9560367379e-04
4.2078490363e+06,4.4578228604e+06,4.3310328592e+06,1.0016424454e-01,3.7570200894e-04
4.4578228604e+06,4.7226467688e+06,4.5883246101e+06,9.1398382733e-02,5.0836460759e-04
4.7226467688e+06,5.0032029538e+06,4.8609011781e+06,8.1663180051e-02,4.0196899683e-04
5.0032029538e+06,5.3004260159e+06,5.1496705816e+06,7.0039169485e-02,4.3160869358e-04
5.3004260159e+06,5.6153060767e+06,5.4555947812e+06,6.0346295023e-02,3.9824472083e-04
5.6153060767e+06,5.9488920779e+06,5.7796928842e+06,5.0341176380e-02,3.3468400584e-04
5.9488920779e+06,6.3022952750e+06,6.1230445396e+06,4.2279776092e-02,3.1302511293e-04
6.3022952750e+06,6.6766929392e+06,6.4867935348e+06,3.5611856278e-02,2.8933667946e-04
6.6766929392e+06,7.0733322796e+06,6.8721516054e+06,2.8518446426e-02,2.3574067998e-04
7.0733322796e+06,7.4935345977e+06,7.2804024723e+06,2.2544895906e-02,2.1502897752e-04
7.4935345977e+06,7.9386996888e+06,7.7129061176e+06,1.7048982431e-02,2.1443598022e-04
7.9386996888e+06,8.4103105054e+06,8.1711033155e+06,1.3120840097e-02,1.6919894057e-04
8.4103105054e+06,8.9099380968e+06,8.6565204313e+06,9.6925414012e-03,1.5063902241e-04
8.9099380968e+06,9.4392468432e+06,9.1707745067e+06,6.9318841521e-03,1.3243780935e-04
9.4392468432e+06,1.0000000000e+07,9.7155786463e+06,4.9378132159e-03,1.0874120598e-04
